registration_number,id_skill,score
2131,2,8
2131,4,6
2131,5,5
2131,12,1
2132,6,7
2132,16,1
2132,7,7
2132,17,9
2133,19,9
2133,1,9
2134,12,9
2134,2,10
2135,2,6
2135,17,4
2136,10,10
2136,5,6
2137,12,2
2137,20,9
2137,13,7
2138,2,2
2138,1,3
2138,18,5
2139,10,4
2139,2,6
2140,5,8
2140,10,8
2141,9,8
2141,12,1
2141,5,10
2143,3,5
2143,18,8
2144,2,8
2144,10,9
2144,15,4
2144,18,8
2145,8,9
2145,13,2
2145,18,3
2146,8,2
2146,12,9
2146,15,9
2146,20,7
2146,13,1
2147,12,4
2148,6,9
2148,9,9
2148,4,4
2148,10,10
2148,14,4
2148,20,8
2149,2,8
2149,11,9
2149,9,3
2149,19,9
2150,8,3
2150,9,10
2150,16,9
2150,17,10
2151,8,9
2151,15,9
2151,16,10
2152,16,1
2152,10,2
2153,11,9
2153,13,6
2153,14,4
2153,3,10
2154,15,9
2154,3,10
2155,5,2
2155,19,3
2156,4,1
2156,9,4
2156,19,5
2156,15,8
2156,17,5
2156,16,9
2157,4,3
2157,8,6
2158,4,4
2158,14,1
2158,20,5
2159,20,3
2159,7,2
2159,16,10
2159,4,4
2160,1,9
2161,9,8
2161,20,4
2162,2,3
2162,7,7
2162,13,10
2162,18,8
2164,5,6
2164,14,6
2164,6,10
2165,9,3
2165,12,4
2165,13,5
2166,1,10
2166,5,7
2166,14,6
2166,20,2
2166,18,8
2167,17,7
2168,7,4
2168,11,1
2168,13,6
2168,14,5
2168,19,9
2169,1,9
2169,14,6
2169,15,7
2169,17,9
2170,9,8
2170,18,2
2170,1,2
2170,11,9
2171,5,1
2171,1,6
2172,19,1
2173,20,2
2173,8,1
2173,2,3
2174,13,7
2175,2,1
2175,10,2
2175,17,1
2177,16,2
2177,12,4
2178,19,9
2179,3,8
2179,10,3
2180,3,8
2181,15,1
2182,6,4
2182,17,2
2182,14,1
2183,5,7
2183,15,3
2184,4,7
2184,18,6
2186,11,4
2187,3,1
2187,6,10
2187,7,5
2187,8,3
2187,17,6
2188,8,9
2188,17,10
2188,7,7
2189,4,8
2189,18,2
2190,14,7
2191,10,4
2191,15,8
2192,6,3
2192,8,2
2193,15,1
2193,5,9
2193,17,2
2194,7,4
2194,9,9
2194,5,9
2194,10,5
2195,15,5
2196,2,6
2196,17,5
2196,18,7
2196,3,3
2197,1,4
2197,5,4
2197,7,4
2197,18,4
2197,4,8
2200,1,2
2200,9,1
2200,14,10
2201,8,5
2201,14,10
2201,5,9
2202,7,10
2202,20,6
2203,9,8
2203,16,7
2203,10,7
2204,20,9
2204,9,7
2205,2,3
2205,4,9
2205,15,5
2205,18,2
2206,9,2
2206,1,4
2207,5,5
2207,6,8
2207,15,2
2208,7,6
2208,16,9
2208,9,7
2209,14,9
2211,5,9
2211,9,7
2211,10,7
2211,1,2
2212,20,2
2212,12,10
2212,15,9
2213,13,5
2213,15,7
2213,17,7
2213,20,6
2215,13,7
2215,20,7
2216,6,3
2216,7,8
2217,19,1
2218,1,1
2218,13,3
2219,6,1
2219,11,10
2220,1,10
2220,10,10
2221,8,3
2222,5,6
2222,6,6
2223,6,5
2223,9,10
2224,16,3
2225,14,9
2226,12,7
2226,13,8
2226,16,1
2227,6,6
2227,20,4
2228,1,2
2228,9,7
2229,5,3
2230,19,2
2231,2,10
2232,2,9
2232,4,4
2232,8,4
2233,10,6
2233,13,1
2233,17,8
2233,20,3
2233,14,10
2234,7,3
2234,12,5
2236,1,8
2236,14,9
2237,5,3
2237,7,5
2237,9,9
2238,1,9
2239,8,7
2239,9,9
2239,13,4
2239,14,3
2239,12,1
2240,5,5
2240,15,3
2241,19,4
2242,6,5
2242,13,8
2242,19,4
2243,2,7
2243,12,10
2243,10,3
2243,8,4
2244,16,9
2244,19,4
2244,17,3
2245,5,10
2245,9,2
2245,20,3
2246,12,6
2246,7,2
2247,9,2
2247,13,10
2247,15,8
2248,8,8
2249,2,8
2249,6,2
2249,11,4
2249,13,5
2251,1,7
2251,7,4
2251,8,5
2252,9,5
2253,4,5
2254,6,5
2254,7,3
2254,9,8
2254,16,1
2254,18,4
2254,1,10
2255,12,1
2255,15,5
2255,3,2
2256,6,4
2256,3,10
2256,13,1
2257,3,4
2257,18,8
2257,8,5
2257,11,4
2258,17,7
2258,12,3
2259,4,5
2259,2,9
2259,20,8
2260,5,2
2260,7,2
2260,11,6
2260,20,4
2260,10,2
2260,4,1
2262,16,3
2262,8,5
2263,9,8
2264,6,3
2264,8,7
2264,3,7
2264,10,2
2264,14,4
2264,16,8
2264,12,9
2265,15,10
2265,12,10
2266,14,10
2266,18,9
2267,4,2
2267,15,10
2267,17,4
2268,4,7
2268,13,10
2268,18,5
2269,14,6
2270,10,7
2272,17,6
2272,12,9
2273,2,10
2273,6,6
2273,15,3
2273,18,7
2273,3,8
2273,11,4
2274,3,10
2274,11,10
2274,12,7
2275,10,5
2275,12,9
2275,20,6
2275,15,8
2276,14,5
2276,19,7
2277,15,7
2277,20,1
2277,12,10
2278,9,4
2278,18,3
2279,12,3
2279,18,1
2279,8,6
2280,18,5
2280,11,6
2281,2,8
2281,15,4
2282,1,9
2282,15,6
2282,19,6
2283,14,8
2283,16,7
2283,4,8
2283,12,5
2284,6,1
2284,11,3
2284,19,4
2284,20,5
2284,14,8
2284,3,7
2285,3,2
2285,6,9
2285,12,1
2285,16,8
2285,10,8
2286,13,9
2287,17,7
2287,14,2
2288,20,5
2289,5,5
2289,6,1
2289,11,3
2289,4,9
2289,16,6
2290,6,9
2290,12,3
2290,13,4
2291,12,10
2291,14,4
2291,19,1
2291,13,5
2292,20,9
2293,9,2
2293,20,3
2294,20,1
2294,3,1
2295,1,6
2295,7,7
2295,16,10
2296,9,2
2297,12,5
2297,19,1
2297,9,8
2297,15,8
2298,2,1
2298,7,4
2298,8,6
2298,4,6
2298,10,10
2299,8,5
2299,12,4
2299,19,3
2299,9,4
2300,16,6
2300,9,9
2301,9,7
2302,6,3
2302,19,7
2303,19,10
2303,6,2
2304,7,1
2304,19,9
2304,20,8
2304,10,6
2305,11,2
2305,12,3
2307,8,7
2307,19,7
2308,15,7
2309,14,7
2309,20,2
2310,2,2
2310,4,7
2311,12,9
2311,16,6
2311,19,8
2312,8,9
2313,4,2
2313,8,10
2313,2,2
2314,1,2
2314,10,8
2314,16,9
2314,3,4
2315,6,5
2316,2,4
2316,4,7
2317,3,4
2318,7,1
2318,8,2
2318,10,3
2319,18,8
2319,10,10
2319,11,9
2320,1,9
2321,14,4
2322,15,2
2322,13,4
2322,18,5
2323,6,1
2323,3,2
2323,5,10
2324,13,6
2324,5,7
2325,8,8
2325,16,4
2325,6,10
2326,3,3
2326,11,3
2327,6,9
2327,20,1
2327,12,2
2328,12,8
2328,15,7
2328,14,4
2329,11,8
2329,18,10
2329,6,8
2331,10,10
2331,13,1
2332,6,7
2332,12,3
2333,12,7
2334,4,2
2334,15,5
2334,17,4
2334,12,5
2335,15,9
2335,20,10
2336,9,8
2336,7,10
2337,10,3
2338,10,9
2339,18,4
2339,19,9
2339,9,4
2340,16,10
2340,2,1
2341,11,8
2341,14,10
2341,15,5
2342,15,3
2342,13,3
2343,5,5
2343,8,7
2343,13,5
2343,19,1
2344,4,10
2344,5,2
2345,9,6
2345,15,10
2346,3,7
2346,8,9
2346,10,7
2346,14,4
2346,16,2
2346,20,7
2347,14,5
2347,16,3
2348,3,1
2348,17,3
2348,10,2
2348,18,2
2349,10,4
2349,18,6
2349,16,9
2350,2,1
2350,4,3
2350,10,7
2350,15,4
2350,12,8
2350,11,10
2350,3,5
2350,19,6
2351,11,9
2352,2,1
2352,9,9
2352,14,10
2352,3,7
2352,7,5
2352,20,5
2353,9,10
2355,1,9
2355,5,8
2355,17,10
2356,3,6
2356,12,3
2356,19,9
2358,14,4
2358,13,7
2358,2,10
2358,3,10
2358,4,7
2359,3,10
2359,15,2
2359,17,1
2359,7,2
2360,10,2
2360,12,10
2360,13,3
2361,9,4
2361,17,2
2361,13,9
2361,2,3
2363,1,8
2364,11,7
2364,12,10
2364,16,4
2364,7,3
2365,7,9
2365,5,8
2365,15,2
2365,19,7
2365,3,10
2366,19,9
2367,15,4
2367,16,1
2367,5,5
2368,2,10
2368,4,1
2368,8,1
2369,4,9
2369,11,3
2370,5,4
2370,14,8
2370,7,3
2370,3,9
2371,8,4
2372,11,9
2372,12,5
2372,4,9
2373,9,10
2373,11,10
2373,13,2
2374,1,6
2374,5,5
2374,11,3
2376,8,8
2376,9,3
2376,11,7
2376,6,9
2377,8,4
2377,18,3
2377,5,9
2379,11,1
2379,20,9
2380,18,6
2380,20,2
2380,13,10
2380,17,8
2381,8,6
2381,13,2
2381,14,3
2381,6,4
2382,7,7
2382,12,9
2383,4,3
2384,2,1
2384,14,4
2385,14,9
2385,15,9
2385,18,4
2385,5,5
2385,20,10
2385,16,7
2386,7,1
2386,11,8
2387,14,2
2387,20,3
2387,2,8
2388,13,2
2388,20,5
2388,16,3
2389,18,8
2389,12,5
2389,20,1
2389,14,4
2389,5,3
2390,8,8
2391,18,1
2391,8,7
2391,17,10
2392,2,3
2392,9,10
2392,12,3
2392,18,2
2393,2,2
2393,4,7
2394,17,3
2394,4,9
2394,18,1
2395,13,4
2395,14,7
2395,15,7
2395,6,10
2395,9,9
2395,19,7
2395,16,2
2397,12,10
2397,20,4
2397,18,10
2398,14,8
2398,17,10
2399,5,8
2399,7,1
2399,10,7
2399,1,6
2400,1,4
2400,15,5
2401,6,5
2401,11,10
2401,18,3
2403,2,6
2403,6,9
2403,11,1
2403,13,3
2403,19,2
2404,4,2
2404,5,8
2404,2,4
2405,2,8
2405,4,4
2405,15,2
2407,18,9
2407,13,1
2408,19,9
2408,20,1
2409,14,4
2410,2,5
2410,13,5
2410,12,7
2410,19,2
2411,4,5
2411,12,9
2411,17,8
2411,3,9
2411,13,9
2412,1,5
2412,4,6
2412,5,7
2412,10,9
2413,4,7
2414,1,8
2414,4,1
2414,14,2
2414,16,7
2414,20,2
2416,6,5
2416,18,5
2416,8,9
2416,10,1
2416,19,8
2417,3,3
2417,12,5
2417,18,4
2418,1,6
2418,18,9
2418,19,8
2419,11,7
2419,15,1
2419,19,10
2420,3,4
2420,18,8
2421,19,7
2421,1,4
2421,13,5
2422,5,10
2423,13,9
2424,2,6
2424,4,6
2424,11,5
2424,5,8
2425,4,1
2425,16,6
2425,20,10
2425,8,5
2426,18,5
2427,4,3
2427,17,2
2427,20,7
2428,9,7
2429,2,8
2429,14,6
2429,3,6
2430,2,3
2430,9,6
2431,9,5
2431,7,2
2432,9,4
2432,10,2
2432,5,3
2433,11,4
2435,7,5
2436,9,7
2436,15,2
2436,17,10
2436,19,7
2436,20,7
2437,1,7
2437,12,1
2437,16,6
2438,11,7
2438,14,8
2438,15,3
2438,17,9
2439,14,6
2439,5,2
2440,5,6
2440,6,2
2440,14,5
2440,16,7
2440,19,5
2441,12,8
2441,14,7
2441,20,8
2442,19,5
2442,20,8
2444,1,6
2444,5,6
2445,6,6
2445,9,6
2445,7,3
2445,1,10
2446,6,6
2446,11,7
2446,8,3
2446,1,3
2447,5,5
2447,8,5
2447,12,5
2447,18,6
2447,20,6
2447,1,2
2448,3,3
2448,7,8
2448,17,5
2449,4,5
2449,6,9
2449,16,6
2449,14,8
2449,5,4
2450,1,5
2450,13,7
2451,6,5
2451,14,5
2451,7,4
2452,2,4
2452,15,10
2452,14,3
2453,17,2
2454,14,4
2455,16,6
2455,15,10
2455,20,6
2456,2,8
2456,3,2
2457,6,7
2457,15,9
2457,18,8
2457,19,10
2457,4,4
2458,14,7
2458,15,10
2458,18,3
2458,6,5
2459,1,8
2459,2,1
2459,15,6
2459,20,4
2459,9,4
2460,15,9
2461,2,1
2461,9,10
2461,18,6
2461,15,7
2461,13,4
2462,1,8
2462,4,3
2463,1,10
2463,16,8
2463,19,2
2464,14,3
2464,2,3
2465,7,2
2465,17,6
2465,20,8
2465,10,3
2465,2,10
2465,19,7
2466,6,6
2466,12,10
2466,14,5
2466,15,5
2468,5,4
2469,5,10
2469,9,10
2470,6,4
2470,16,1
2470,10,6
2471,1,8
2471,4,8
2471,8,5
2471,13,7
2472,12,9
2472,9,6
2472,1,5
2473,15,5
2474,1,9
2474,5,10
2474,15,6
2474,18,8
2474,16,2
2475,2,8
2475,15,8
2476,18,7
2477,6,2
2477,1,9
2477,5,1
2477,16,1
2477,13,2
2478,3,4
2478,6,2
2478,18,1
2479,3,7
2479,12,9
2479,20,8
2479,18,7
2480,10,5
2481,18,9
2481,4,10
2482,2,7
2482,18,2
2483,9,3
2483,10,10
2483,1,8
2484,12,5
2484,3,4
2484,15,5
2485,5,9
2485,20,6
2486,5,7
2486,6,9
2486,8,5
2486,14,2
2486,17,4
2487,1,6
2487,17,1
2487,4,6
2488,13,7
2489,7,9
2489,17,9
2489,20,5
2490,1,5
2490,12,5
2490,17,3
2490,8,2
2491,8,10
2491,16,6
2491,19,9
2492,20,7
2493,1,9
2493,6,1
2494,9,8
2494,18,9
2495,7,4
2495,11,8
2495,16,10
2497,13,2
2498,10,6
2499,6,9
2499,18,10
2499,4,4
2500,6,4
2500,14,6
2501,19,8
2501,6,8
2502,5,7
2502,15,6
2502,16,9
2502,9,7
2503,15,2
2504,15,8
2505,1,2
2505,4,3
2506,4,7
2506,10,1
2506,11,10
2506,20,3
2507,13,8
2507,15,7
2507,3,6
2508,14,7
2508,10,1
2509,3,4
2509,20,5
2510,5,8
2510,9,2
2510,17,5
2510,14,7
2510,3,8
2511,1,6
2511,2,6
2511,5,9
2511,20,6
2511,9,9
2512,12,3
2513,11,4
2513,12,3
2513,17,2
2514,1,7
2514,11,3
2514,12,6
2515,14,6
2516,14,5
2516,19,5
2517,1,9
2517,15,5
2517,18,2
2517,20,1
2518,9,7
2518,13,9
2518,14,7
2518,2,3
2519,14,4
2519,17,3
2519,5,2
2520,20,1
2521,16,2
2522,7,2
2522,10,6
2522,11,9
2522,17,7
2522,16,8
2523,10,7
2523,20,2
2523,9,3
2524,12,9
2524,15,2
2524,17,6
2525,1,2
2525,14,4
2526,7,4
2526,20,7
2527,9,7
2527,20,5
2527,16,2
2528,6,9
2528,18,5
2528,4,1
2528,16,10
2528,15,6
2529,5,5
2531,2,10
2531,7,1
2531,8,3
2532,2,8
2532,7,10
2532,15,6
2533,8,7
2533,13,6
2534,20,6
2534,19,3
2534,18,6
2535,12,4
2535,10,9
2535,14,5
2535,16,6
2536,2,10
2536,4,4
2536,18,1
2536,20,8
2537,7,7
2537,11,6
2538,2,2
2538,6,1
2538,10,9
2539,16,10
2540,7,10
2540,12,10
2540,13,2
2541,9,8
2541,11,3
2542,10,3
2542,20,5
2542,2,9
2543,15,7
2543,18,8
2543,14,3
2546,8,9
2546,15,1
2546,20,3
2546,19,7
2546,10,10
2547,13,7
2548,17,5
2548,11,3
2549,19,6
2549,15,7
2550,17,10
2551,10,9
2551,17,7
2551,11,2
2551,15,2
2551,19,7
2552,10,4
2553,7,1
2553,14,7
2554,8,9
2554,9,9
2555,11,1
2555,13,2
2555,15,8
2555,18,4
2555,19,1
2556,2,10
2557,1,10
2558,18,8
2558,9,3
2559,2,4
2559,6,10
2560,10,7
2561,8,1
2562,3,5
2562,11,10
2562,18,1
2562,10,3
2562,15,1
2562,2,7
2563,6,8
2563,14,1
2563,16,1
2563,5,2
2563,4,2
2564,2,5
2564,9,1
2564,11,1
2564,19,6
2564,8,2
2565,2,8
2565,5,10
2565,15,7
2565,9,7
2565,8,2
2566,6,8
2566,8,2
2568,4,5
2568,18,7
2568,11,8
2569,17,9
2570,5,8
2570,12,8
2570,8,1
2570,10,2
2571,20,6
2572,5,4
2572,15,8
2573,8,7
2573,16,4
2574,13,7
2574,2,9
2575,18,5
2577,4,9
2577,5,6
2577,10,10
2578,1,5
2578,4,3
2578,13,3
2579,1,4
2579,6,5
2579,7,9
2579,11,5
2579,5,9
2579,9,6
2580,17,8
2581,6,9
2582,19,5
2582,17,4
2582,10,7
2583,17,10
2583,20,7
2584,7,7
2584,19,4
2585,9,1
2586,3,4
2586,5,9
2587,2,6
2587,4,4
2587,8,10
2587,11,3
2588,13,8
2590,3,10
2590,5,7
2591,11,6
2593,9,10
2593,14,3
2593,16,4
2594,6,3
2594,18,10
2594,19,4
2594,20,6
2594,2,4
2595,14,3
2595,20,2
2595,19,8
2596,6,4
2599,5,8
2600,17,7
2601,14,7
2601,20,9
2601,5,2
2602,16,9
2602,3,1
2603,1,5
2603,5,7
2603,6,4
2604,1,6
2604,6,5
2604,11,10
2604,17,6
2605,7,7
2605,10,1
2605,20,3
2607,11,9
2607,17,9
2608,13,3
2610,4,3
2610,17,8
2610,20,5
2610,12,1
2612,15,10
2614,2,8
2615,14,1
2615,10,3
2616,10,9
2616,16,1
2617,6,8
2617,20,8
2617,15,10
2618,1,7
2618,3,8
2618,2,7
2618,6,10
2618,9,9
2619,9,1
2620,4,2
2620,10,3
2620,18,2
2621,3,6
2621,1,4
2622,2,2
2622,15,8
2623,18,3
2624,9,10
2624,19,4
2624,11,8
2624,17,3
2625,2,5
2625,7,2
2625,12,3
2625,15,6
2626,11,1
2627,6,10
2627,10,1
2627,20,8
2628,8,5
2628,7,8
2629,2,3
2629,10,10
2629,19,8
2629,18,9
2630,13,1
2630,10,4
2631,2,5
2631,16,9
2631,14,5
2632,1,4
2632,7,2
2632,13,10
2632,16,7
2633,17,5
2634,12,10
2635,9,4
2635,13,7
2635,18,2
2636,7,3
2636,5,8
2636,1,8
2637,18,10
2638,5,6
2639,1,5
2639,15,10
2639,17,9
2640,2,5
2640,6,8
2640,12,2
2641,20,10
2642,9,9
2642,14,10
2643,11,7
2644,4,7
2644,8,6
2645,5,6
2645,19,1
2645,14,10
2646,18,3
2646,6,10
2647,10,10
2648,17,2
2648,12,1
2648,14,4
2649,7,5
2649,15,10
2649,19,1
2649,13,6
2650,3,5
2650,4,7
2650,16,4
2650,18,10
2651,14,4
2651,16,4
2651,13,8
2651,12,8
2651,3,6
2652,9,10
2652,13,7
2653,6,4
2653,11,5
2653,12,2
2653,14,3
2653,15,10
2653,18,1
2654,4,9
2654,10,5
2655,13,6
2655,17,10
2656,8,7
2656,11,7
2656,17,3
2656,20,7
2657,10,7
2657,15,9
2657,13,3
2658,4,1
2658,7,5
2658,13,5
2658,19,8
2658,15,6
2659,15,8
2659,18,9
2659,7,4
2660,2,1
2660,16,1
2660,7,7
2661,15,9
2661,17,9
2661,14,3
2662,10,2
2662,6,6
2663,10,3
2663,14,1
2663,16,4
2663,18,2
2663,1,9
2664,19,6
2665,7,9
2665,17,5
2665,20,2
2665,1,2
2666,2,7
2667,11,4
2667,17,9
2668,1,5
2669,10,7
2669,19,3
2669,16,6
2671,19,8
2672,3,4
2672,6,7
2672,13,3
2673,18,8
2673,19,8
2674,2,6
2674,17,4
2674,14,10
2676,2,6
2676,10,7
2677,5,6
2677,8,1
2677,18,3
2677,6,8
2678,4,5
2678,11,6
2678,17,8
2679,15,9
2679,18,9
2679,13,2
2679,19,6
2680,18,6
2680,19,7
2680,2,8
2681,1,5
2681,3,8
2681,4,3
2681,13,2
2682,7,3
2682,15,2
2682,11,2
2682,10,5
2682,13,4
2683,20,7
2684,3,6
2684,7,4
2685,7,10
2685,3,4
2687,4,9
2687,8,3
2687,12,3
2688,3,5
2689,6,7
2689,9,7
2689,12,5
2689,5,6
2689,20,4
2690,10,4
2690,13,2
2691,11,7
2691,18,3
2692,2,1
2692,12,3
2692,5,5
2693,15,2
2693,17,5
2694,15,4
2694,18,10
2694,20,4
2695,6,2
2695,20,9
2696,6,7
2696,18,4
2696,20,2
2696,12,5
2696,15,8
2697,2,7
2697,16,1
2697,18,8
2697,6,9
2697,11,10
2698,10,10
2699,2,7
2700,4,1
2700,9,5
2700,15,6
2700,16,3
2700,3,8
2701,13,7
2701,11,2
2701,4,10
2701,12,3
2702,5,4
2703,1,9
2704,19,4
2705,3,7
2706,16,8
2706,18,1
2707,2,10
2707,5,4
2707,11,1
2707,8,10
2707,14,10
2708,13,7
2709,18,8
2710,3,10
2710,15,5
2711,10,3
2711,18,8
2712,1,8
2712,3,3
2712,11,2
2712,17,7
2713,13,6
2713,15,1
2714,1,7
2714,12,1
2714,13,1
2715,8,10
2715,10,10
2715,12,5
2716,18,1
2716,20,8
2717,6,2
2717,1,9
2718,2,9
2718,13,8
2718,18,5
2719,7,4
2719,20,8
2720,11,9
2720,12,6
2720,19,7
2720,7,3
2721,6,6
2721,18,1
2721,19,1
2722,10,10
2722,12,6
2722,19,2
2722,17,1
2723,11,10
2723,10,6
2724,6,10
2724,5,4
2724,16,10
2725,18,10
2725,14,7
2726,11,4
2726,18,10
2727,1,8
2727,2,6
2727,7,4
2727,18,9
2727,19,4
2727,8,9
2727,9,10
2728,6,3
2728,7,10
2728,16,3
2728,3,9
2728,19,1
2729,7,10
2730,9,3
2730,19,7
2730,4,9
2731,15,8
2731,20,9
2731,5,2
2731,3,4
2732,5,9
2732,9,3
2732,13,8
2732,15,7
2733,14,8
2734,2,4
2734,14,3
2734,17,1
2734,16,4
2735,4,7
2735,14,6
2736,20,9
2737,6,5
2737,20,10
2738,2,8
2738,4,7
2738,9,4
2739,3,1
2739,5,4
2739,16,6
2739,13,6
2740,3,8
2740,16,10
2741,13,4
2741,19,6
2742,4,9
2742,9,10
2743,5,9
2743,8,6
2743,7,1
2744,14,2
2745,2,4
2746,6,8
2746,15,7
2746,3,4
2747,2,3
2747,6,1
2747,12,7
2747,13,8
2747,19,9
2747,15,4
2748,12,7
2749,4,4
2749,3,8
2750,1,8
2750,5,2
2750,16,10
2751,4,6
2751,10,10
2751,15,7
2751,3,5
2751,17,8
2752,11,4
2752,15,2
2752,7,7
2752,14,2
2753,16,5
2753,20,5
2753,3,5
2754,4,4
2754,5,1
2754,7,3
2754,8,6
2754,9,8
2754,20,2
2754,18,1
2755,10,9
2755,1,8
2756,1,9
2756,10,3
2757,1,4
2758,9,1
2758,11,3
2758,4,3
2759,1,7
2759,14,7
2759,19,1
2760,7,9
2760,8,9
2761,1,9
2762,3,6
2762,13,7
2762,11,2
2764,8,5
2764,20,5
2764,6,4
2764,1,3
2765,5,8
2765,7,5
2765,9,8
2765,15,5
2765,17,5
2766,8,10
2766,15,3
2766,17,10
2766,16,8
2766,4,8
2767,2,4
2767,18,5
2767,5,1
2768,1,8
2768,18,4
2768,4,6
2769,6,3
2769,14,10
2769,19,1
2770,16,6
2770,8,10
2771,8,7
2771,10,4
2771,18,1
2772,5,7
2772,9,5
2772,13,3
2773,1,5
2773,9,8
2773,17,5
2774,12,9
2775,9,5
2775,7,8
2775,18,5
2777,11,8
2778,2,10
2778,17,9
2779,18,9
2779,19,2
2779,20,3
2780,13,4
2781,5,8
2782,19,7
2783,10,3
2783,4,10
2784,1,6
2784,17,7
2785,4,2
2785,10,4
2785,15,10
2786,18,9
2787,4,4
2787,14,5
2789,9,4
2789,14,4
2790,11,10
2791,6,1
2791,17,4
2792,10,7
2792,1,8
2792,5,8
2793,10,4
2794,12,5
2795,1,4
2795,9,6
2795,19,6
