registration_number,id_skill,score
2109,12,10
2109,7,4
2109,14,9
2110,8,9
2110,12,4
2110,14,10
2111,4,5
2111,11,4
2112,1,9
2112,18,5
2113,13,6
2113,19,2
2114,4,7
2114,14,9
2114,15,10
2115,12,8
2116,4,10
2116,8,5
2117,3,9
2117,7,9
2117,9,1
2118,2,10
2118,15,6
2119,6,7
2120,13,8
2121,10,10
2122,7,3
2123,3,8
2123,9,2
2124,6,10
2124,7,7
2124,7,5
2124,15,5
2125,17,6
2126,9,1
2126,11,1
2127,6,7
2127,7,1
2127,14,1
2127,16,5
2128,7,3
2128,14,8
2129,2,6
2131,1,5
2131,2,7
2131,4,9
2131,5,6
2132,6,4
2134,12,10
2135,2,2
2135,17,9
2136,10,2
2137,12,4
2137,20,8
2138,2,8
2139,10,1
2140,5,5
2141,9,8
2141,12,8
2143,3,9
2143,18,4
2144,2,9
2144,10,2
2144,15,3
2145,8,2
2145,13,9
2145,18,9
2146,8,9
2146,12,9
2146,15,4
2148,6,10
2148,9,4
2148,4,8
2148,10,9
2148,14,3
2149,2,9
2149,11,3
2149,9,10
2149,19,9
2150,8,10
2150,9,9
2150,16,9
2150,17,1
2151,8,9
2151,15,6
2152,16,4
2153,11,9
2153,13,2
2153,14,1
2154,15,4
2155,5,5
2156,4,3
2156,9,6
2156,19,4
2157,4,1
2157,8,5
2158,4,3
2158,14,9
2158,20,8
2159,20,4
2160,1,3
2161,9,7
2161,20,10
2162,2,8
2162,7,6
2162,13,3
2162,18,4
2164,5,5
2165,9,10
2165,12,7
2165,13,6
2166,1,2
2166,5,4
2166,14,1
2166,20,6
2168,7,5
2168,11,9
2168,13,9
2168,14,6
2168,19,7
2169,1,9
2169,14,8
2169,15,2
2169,17,1
2170,9,2
2170,18,2
2175,2,9
2175,10,8
2177,16,3
2178,19,1
2179,3,4
2179,10,2
2181,15,7
2182,6,3
2182,17,7
2183,5,6
2183,15,4
2184,4,1
2184,18,10
2186,11,5
2187,3,3
2187,6,6
2187,7,8
2187,8,2
2187,17,7
2189,4,4
2189,18,8
2190,14,3
2191,10,2
2191,15,1
2192,6,4
2192,8,9
2193,15,5
2194,7,6
2194,9,5
2195,15,7
2196,2,4
2196,17,4
2196,18,4
2197,1,2
2197,5,5
2197,7,10
2200,1,10
2201,8,6
2201,14,8
2202,7,9
2202,20,3
2203,9,9
2204,20,5
2205,2,2
2205,4,5
2205,15,8
2205,18,6
2207,5,9
2207,6,9
2208,7,9
2208,16,7
2209,14,7
2211,5,2
2211,9,5
2211,10,7
2212,20,7
2213,13,3
2213,15,1
2215,13,3
2216,6,1
2218,1,10
2218,13,10
2219,6,10
2219,11,6
2220,1,6
2220,10,5
2222,5,3
2222,6,9
2223,6,7
2224,16,8
2225,14,1
2226,12,6
2226,13,4
2226,16,2
2227,6,7
2227,20,9
2228,1,4
2228,9,6
2228,9,1
2232,2,8
2232,4,3
2233,10,3
2233,13,5
2233,17,8
2233,20,3
2234,7,5
2234,12,9
2234,12,9
2236,1,7
2237,5,9
2237,7,4
2237,9,3
2238,1,5
2239,8,3
2239,9,5
2239,13,8
2239,14,7
2240,5,10
2240,15,9
2242,6,4
2242,13,10
2243,2,2
2243,12,3
2244,16,2
2244,19,10
2245,5,8
2245,9,8
2245,20,2
2247,9,4
2247,13,7
2247,15,4
2249,2,5
2249,6,5
2249,11,5
2251,1,3
2251,7,8
2252,9,1
2253,4,4
2254,6,1
2254,7,5
2254,9,4
2254,16,4
2254,16,8
2254,18,7
2255,12,3
2255,15,5
2256,6,9
2257,3,8
2257,18,2
2258,17,2
2258,12,6
2259,4,4
2259,2,3
2259,20,3
2260,5,7
2260,7,7
2260,11,2
2260,20,4
2262,16,8
2264,6,10
2264,8,10
2264,3,2
2264,10,10
2264,14,4
2264,16,7
2265,15,10
2266,14,6
2267,4,6
2267,15,10
2267,17,6
2268,4,3
2268,13,7
2269,14,10
2272,17,10
2273,2,7
2273,6,5
2273,15,5
2273,18,4
2274,3,3
2274,11,3
2274,12,1
2275,10,5
2276,14,8
2278,9,4
2278,18,8
2279,12,7
2279,18,1
2280,18,3
2281,2,4
2281,15,5
2283,14,2
2283,16,9
2284,6,1
2284,11,8
2284,19,9
2284,20,7
2285,3,5
2285,6,5
2285,12,1
2285,16,9
2286,13,3
2287,17,10
2288,20,4
2289,5,1
2289,6,2
2290,6,1
2290,12,6
2291,12,7
2291,14,10
2291,19,2
2293,9,5
2294,20,1
2295,1,1
2295,7,4
2295,16,6
2296,9,5
2297,12,6
2297,19,7
2298,2,3
2298,7,10
2298,8,1
2299,8,9
2300,16,8
2301,9,2
2302,6,7
2303,19,7
2304,7,7
2304,19,2
2304,20,2
2305,11,7
2307,8,9
2308,15,6
2309,14,2
2309,20,10
2310,2,2
2310,4,8
2311,12,9
2311,16,5
2313,4,4
2313,8,4
2314,1,1
2314,10,2
2314,16,3
2315,6,9
2316,2,2
2317,3,1
2318,7,6
2318,8,8
2318,10,4
2320,1,3
2322,15,3
2323,6,9
2324,13,1
2325,8,8
2325,16,7
2326,3,4
2326,11,8
2327,6,10
2327,20,10
2328,12,7
2328,15,3
2328,14,7
2329,11,2
2329,18,5
2331,10,9
2332,6,3
2332,12,9
2333,12,4
2334,4,9
2334,15,8
2335,15,5
2337,10,7
2338,10,5
2339,18,10
2339,19,6
2341,11,10
2343,5,7
2343,8,9
2343,13,7
2344,4,4
2345,9,2
2345,15,7
2345,9,5
2346,3,3
2346,8,1
2346,10,4
2346,14,1
2346,16,3
2346,20,7
2347,14,4
2347,16,8
2348,3,3
2349,10,1
2350,2,9
2350,4,10
2350,10,9
2350,15,8
2350,12,10
2348,17,6
2352,2,3
2352,9,4
2352,14,7
2355,1,10
2355,5,2
2355,17,1
2356,3,2
2356,12,10
2358,14,3
2358,13,4
2359,3,2
2359,15,8
2359,17,7
2360,10,10
2360,12,4
2360,13,9
2361,9,8
2361,17,2
2363,1,9
2364,11,4
2364,12,1
2364,16,10
2365,7,1
2365,5,1
2365,15,9
2366,19,4
2367,15,8
2367,16,3
2368,2,4
2368,4,9
2368,8,5
2369,4,10
2370,5,10
2370,14,2
2370,7,6
2371,8,8
2372,11,3
2372,12,7
2373,9,4
2373,11,3
2373,13,1
2374,1,9
2376,8,6
2376,9,2
2376,11,6
2377,8,2
2377,18,3
2379,11,7
2379,20,9
2380,18,3
2380,20,9
2381,8,9
2381,13,4
2381,14,1
2382,7,2
2382,12,2
2383,4,8
2385,14,5
2385,15,1
2385,18,8
2386,7,1
2387,14,3
2388,13,10
2389,18,3
2389,12,2
2389,20,7
2390,8,3
2391,18,4
2392,2,7
2392,9,7
2392,12,10
2393,2,4
2393,4,8
2394,17,10
2395,13,8
2395,14,1
2395,15,7
2397,12,4
2397,20,5
2398,14,10
2398,17,6
2399,5,9
2399,7,1
2399,10,3
2400,1,2
2401,6,8
2401,11,8
2403,2,4
2403,6,2
2403,11,9
2403,13,9
2404,4,4
2404,5,5
2405,2,5
2405,4,5
2405,15,9
2407,18,8
2408,19,5
2409,14,6
2410,2,7
2410,13,9
2411,4,8
2411,12,1
2411,17,2
2412,1,7
2412,4,2
2412,5,5
2412,10,5
2414,1,3
2414,4,5
2414,14,6
2414,16,9
2414,20,8
2416,6,7
2416,18,4
2417,3,9
2417,12,6
2418,1,6
2418,18,5
2418,19,1
2419,11,3
2420,3,2
2423,13,7
2424,2,3
2424,4,6
2424,11,5
2425,4,4
2427,4,2
2427,17,4
2427,20,5
2430,2,7
2430,9,2
2431,9,10
2432,9,7
2432,10,7
2433,11,7
2435,7,1
2436,9,6
2436,15,7
2436,17,8
2436,19,3
2436,20,9
2437,1,6
2437,12,6
2437,16,2
2438,11,5
2438,14,7
2438,15,8
2438,17,7
2439,14,8
2440,5,5
2440,6,8
2440,14,6
2440,16,6
2441,12,6
2441,14,6
2441,20,3
2442,19,6
2442,20,7
2444,1,5
2444,5,5
2445,6,5
2445,9,6
2445,7,6
2446,6,3
2446,11,8
2447,5,5
2447,8,9
2447,12,6
2447,18,5
2447,20,5
2448,3,5
2448,7,4
2449,4,2
2449,6,4
2449,16,6
2450,1,10
2451,6,6
2451,14,7
2452,2,9
2453,17,8
2454,14,10
2455,16,7
2455,15,10
2455,20,3
2457,6,8
2457,15,1
2457,18,6
2457,19,4
2458,14,9
2458,15,1
2458,18,10
2459,1,6
2459,2,8
2459,15,3
2459,20,10
2460,15,8
2461,2,2
2461,9,3
2461,18,2
2462,1,6
2462,4,8
2463,1,6
2463,16,10
2463,19,5
2464,14,5
2465,7,4
2465,17,10
2465,20,10
2466,6,8
2466,12,8
2466,14,5
2466,15,7
2468,5,9
2469,5,9
2469,9,10
2471,1,6
2471,4,8
2471,8,8
2471,13,8
2472,12,7
2474,1,2
2474,5,9
2474,15,1
2474,18,1
2475,2,4
2475,2,2
2475,15,7
2476,18,9
2477,6,8
2477,1,5
2477,5,7
2477,16,2
2478,3,3
2478,6,10
2479,3,5
2479,12,9
2479,20,7
2480,10,9
2482,2,5
2482,18,2
2483,9,6
2483,10,1
2484,12,7
2485,5,9
2486,5,9
2486,6,5
2486,8,5
2486,14,5
2487,1,3
2487,17,10
2488,13,6
2489,7,9
2489,17,9
2489,20,1
2490,1,8
2490,12,9
2490,17,4
2491,8,8
2491,16,2
2491,19,6
2493,1,9
2493,6,10
2494,9,4
2494,18,8
2495,7,7
2495,11,6
2497,13,2
2498,10,7
2499,6,1
2499,18,8
2500,6,7
2501,19,7
2502,5,4
2502,15,8
2505,1,2
2506,4,5
2506,10,6
2507,13,6
2507,15,9
2508,14,6
2509,3,3
2510,5,4
2510,9,3
2510,17,7
2511,1,3
2511,2,6
2511,5,6
2511,20,5
2512,12,9
2513,11,5
2513,12,2
2514,1,1
2514,11,7
2514,12,4
2515,14,3
2516,14,2
2517,1,6
2517,15,9
2517,18,7
2517,20,7
2518,9,2
2519,14,9
2519,17,2
2522,7,6
2522,10,2
2522,11,4
2522,17,4
2523,10,7
2523,20,5
2524,12,9
2524,15,5
2524,17,5
2525,1,10
2525,14,1
2526,7,8
2527,9,10
2527,20,7
2528,6,6
2528,18,6
2529,5,3
2531,2,4
2531,7,9
2532,2,5
2532,7,10
2533,8,4
2533,13,1
2534,20,8
2534,19,7
2535,12,6
2535,10,2
2535,14,1
2536,2,9
2536,4,10
2536,18,10
2536,20,8
2537,7,3
2537,11,7
2538,2,8
2538,6,9
2538,10,1
2540,7,3
2540,12,6
2541,9,9
2541,11,1
2543,15,9
2543,18,9
2546,8,10
2546,15,4
2546,20,1
2549,19,2
2551,10,8
2553,7,4
2554,8,10
2554,9,10
2550,17,4
2552,10,10
2555,11,7
2555,13,1
2555,15,5
2555,18,10
2556,2,1
2557,1,8
2559,2,1
2559,6,1
2560,10,5
2561,8,1
2562,3,1
2562,11,6
2562,18,8
2563,6,10
2563,14,7
2563,16,8
2564,2,5
2564,9,9
2564,11,8
2564,19,8
2565,2,6
2565,5,4
2565,15,7
2566,6,4
2568,4,7
2569,17,5
2570,5,9
2570,12,6
2571,20,10
2572,5,5
2573,8,3
2573,16,3
2574,13,4
2575,18,5
2577,4,9
2577,5,5
2577,10,8
2578,1,9
2578,4,5
2578,13,10
2579,1,7
2579,6,4
2579,7,1
2579,11,4
2580,17,6
2581,6,6
2582,19,10
2583,17,3
2584,7,4
2584,19,3
2585,9,10
2586,3,4
2587,2,6
2591,11,3
2593,9,2
2593,14,8
2593,16,4
2594,6,8
2594,18,7
2594,19,7
2594,20,9
2595,14,5
2595,20,7
2595,19,6
2596,6,5
2599,5,10
2600,17,6
2601,14,7
2602,16,1
2603,1,3
2603,5,9
2604,1,3
2604,6,3
2604,11,8
2604,17,5
2605,7,10
2605,10,1
2605,20,8
2607,11,8
2608,13,7
2610,4,8
2610,17,7
2610,20,10
2612,15,9
2615,14,9
2617,6,10
2617,20,1
2618,1,1
2618,3,2
2618,2,6
2618,6,2
2618,9,8
2616,10,3
2617,15,10
2616,16,4
2619,9,5
2620,4,2
2621,3,3
2622,2,6
2622,15,1
2623,18,10
2624,9,1
2624,19,8
2625,2,5
2625,7,3
2625,12,10
2625,15,8
2626,11,5
2627,6,9
2627,10,4
2627,20,2
2628,8,10
2629,2,7
2629,10,5
2629,19,10
2631,2,4
2631,16,7
2632,1,10
2632,7,5
2632,13,10
2632,16,9
2633,17,5
2634,12,10
2635,9,9
2635,13,10
2637,18,7
2639,1,7
2639,15,6
2639,17,1
2640,2,3
2641,20,5
2642,9,10
2642,14,1
2643,11,5
2644,4,7
2645,5,4
2645,19,4
2646,18,4
2649,7,10
2649,15,7
2649,19,4
2650,3,5
2650,4,2
2650,16,3
2651,14,9
2651,16,5
2652,9,6
2652,13,10
2653,6,7
2653,11,7
2653,12,3
2653,14,7
2654,4,1
2654,10,5
2655,13,5
2655,17,8
2656,8,8
2656,11,1
2656,17,9
2657,10,9
2658,4,2
2658,7,3
2658,13,1
2658,19,4
2659,15,2
2660,2,6
2661,15,9
2661,17,5
2662,10,2
2663,10,7
2663,14,5
2663,16,7
2663,18,3
2664,19,4
2665,7,7
2665,17,3
2665,20,8
2666,2,8
2668,1,6
2669,10,4
2669,19,6
2672,3,7
2672,6,6
2672,13,1
2673,18,3
2673,19,5
2674,2,6
2674,17,8
2676,2,9
2676,10,6
2677,5,5
2677,8,8
2677,18,3
2678,4,2
2678,11,7
2678,11,6
2678,17,4
2679,15,10
2680,18,9
2681,1,3
2681,3,3
2682,7,5
2682,15,7
2683,20,7
2684,3,5
2684,7,4
2685,7,2
2687,4,7
2687,8,3
2687,12,1
2688,3,3
2689,6,2
2689,9,5
2689,12,4
2690,10,10
2690,13,4
2691,11,2
2691,18,7
2692,2,4
2692,12,2
2693,15,7
2693,17,1
2694,15,10
2694,18,1
2694,20,5
2695,6,6
2696,6,3
2696,18,7
2696,20,9
2697,2,4
2697,16,8
2698,10,1
2700,4,10
2700,9,4
2700,15,1
2700,16,8
2701,13,10
2703,1,5
2704,19,3
2706,16,8
2706,18,8
2707,2,3
2707,5,2
2707,11,7
2709,18,6
2710,3,1
2710,15,7
2711,10,1
2711,18,10
2712,1,10
2712,3,5
2712,11,1
2712,17,8
2713,13,2
2713,15,9
2714,1,8
2714,12,4
2715,8,8
2715,10,9
2715,12,6
2716,18,6
2716,20,1
2717,6,10
2718,2,6
2718,13,4
2719,7,8
2719,20,6
2720,11,4
2720,12,9
2721,6,4
2721,18,3
2721,18,10
2722,10,3
2722,12,10
2726,11,3
2727,1,7
2727,2,8
2727,7,9
2727,18,9
2727,19,3
2728,6,8
2728,7,8
2728,16,4
2729,7,3
2730,9,7
2730,19,6
2731,15,5
2731,20,10
2732,5,8
2732,9,7
2732,13,1
2733,14,4
2734,2,6
2734,14,8
2735,4,10
2735,14,9
2737,6,10
2737,20,9
2738,2,6
2738,4,1
2739,3,2
2739,5,8
2739,16,3
2740,3,1
2740,16,7
2742,4,8
2742,9,9
2743,5,4
2743,8,7
2743,7,4
2744,14,8
2746,6,6
2747,2,10
2747,6,4
2747,12,2
2747,13,5
2747,19,5
2747,15,4
2748,12,1
2749,4,3
2750,1,6
2751,4,8
2751,10,2
2752,11,9
2752,15,1
2753,16,3
2753,20,7
2754,4,7
2754,5,1
2754,7,9
2754,8,6
2754,9,7
2754,20,5
2755,10,5
2758,9,8
2758,11,5
2759,1,8
2759,14,5
2759,19,5
2760,7,10
2762,3,3
2762,13,10
2764,8,4
2764,20,8
2765,5,4
2765,7,3
2765,9,10
2765,15,1
2765,17,7
2766,8,7
2766,15,5
2766,17,3
2767,2,5
2768,1,8
2768,18,5
2769,6,9
2769,14,5
2769,19,8
2771,8,10
2772,5,9
2772,9,2
2772,13,3
2773,1,4
2773,9,8
2773,17,3
2774,12,6
2775,9,2
2777,11,4
2778,2,10
2779,18,1
2779,19,7
2779,20,4
2780,13,6
2781,5,1
2783,10,3
2784,1,3
2785,4,5
2785,10,2
2785,15,4
2791,6,9
2792,10,5
2795,1,1
2795,9,1
2796,8,6
2796,18,5
2797,7,4
2797,11,2
2797,16,4
2799,2,2
2799,5,4
2800,3,6
2801,7,8
2802,8,4
2802,13,9
2803,6,7
2803,12,9
2804,14,9
2804,6,9
2804,8,5
2804,13,10
2805,5,1
2805,12,7
2805,15,8
2806,18,9
2807,5,8
2807,9,4
2807,10,6
2807,11,5
2807,16,6
2808,7,8
2811,9,9
2811,13,6
2812,14,1
2813,1,10
2814,10,5
2814,13,8
2815,5,4
2815,8,4
2815,10,2
2815,16,2
2816,3,8
2816,4,3
2816,17,10
2817,3,8
2817,19,10
2818,5,6
2818,19,8
2819,20,8
2820,9,8
2821,6,9
2821,9,4
2821,17,2
2822,2,6
2822,6,4
2823,3,4
2823,12,10
2824,6,3
2824,7,2
2825,16,2
2827,11,6
2828,13,2
2829,3,1
2829,17,2
2830,18,10
2830,20,4
2831,8,2
2831,15,7
2831,20,10
2833,8,2
2833,16,1
2834,7,3
2834,17,1
2835,19,9
2836,1,2
2837,7,5
2837,8,1
2837,16,7
2838,2,5
2838,14,3
2839,1,7
2839,2,9
2839,7,2
2841,15,4
2842,1,4
2842,6,10
2842,13,7
2843,18,10
2844,13,8
2844,17,8
2845,12,4
2845,20,8
2846,4,1
2846,14,7
2847,9,10
2847,13,2
2848,8,5
2849,5,7
2849,6,1
2849,13,1
2850,17,3
2851,11,1
2852,1,3
2852,19,2
2853,6,9
2853,14,3
2854,19,7
2854,4,6
2840,11,6
2855,13,4
2855,15,9
2855,16,6
2855,14,4
2856,4,8
2856,14,7
2857,6,9
2857,10,8
2858,2,4
2858,5,1
2858,7,10
2859,15,2
2859,16,3
2859,18,5
2860,4,2
2860,5,9
2860,20,3
2861,3,7
2861,7,2
2862,16,6
2863,1,10
2864,2,2
2864,3,7
2864,14,7
2865,7,10
2865,10,4
2865,9,8
2867,1,4
2867,7,5
2867,11,9
2867,18,7
2868,16,9
2869,3,9
2869,10,3
2870,8,4
2871,2,4
2871,9,2
2871,19,9
2872,2,8
2872,5,1
2872,15,2
2873,13,4
2874,10,5
2875,5,5
2876,5,5
2877,1,1
2877,3,1
2877,8,8
2878,16,5
2878,18,10
2879,10,6
2881,11,4
2883,4,6
2884,1,5
2884,14,9
2884,18,9
2885,9,7
2886,3,8
2886,6,3
2889,1,8
2889,11,9
2889,15,3
2889,16,4
2890,15,3
2890,17,7
2892,6,2
2892,10,10
2892,17,3
2893,15,4
2896,15,8
2896,18,10
2897,3,9
2898,1,9
2898,4,6
2898,6,1
2898,16,5
2898,19,7
2899,5,9
2899,11,6
2901,5,9
2901,9,3
2902,12,1
2902,13,7
2903,11,1
2904,9,5
2904,11,6
2905,19,3
2906,14,8
2907,13,9
2907,15,5
2908,11,5
2908,17,2
2909,9,10
2910,5,9
2910,11,4
2912,4,8
2912,9,6
2914,1,5
2915,5,2
2915,7,7
2915,12,9
2916,6,4
2916,12,3
2916,13,10
2917,13,2
2918,10,1
2918,12,6
2919,7,1
2920,9,2
2920,19,6
2921,14,8
2923,4,9
2923,7,8
2923,14,5
2924,6,9
2925,1,7
2925,16,3
2925,18,4
2926,5,10
2926,18,6
2928,19,9
2929,10,7
2929,20,5
2930,2,8
2930,17,8
2931,3,7
2931,4,7
2932,4,8
2932,5,1
2932,15,8
2933,10,3
2933,11,6
2934,6,8
2935,4,3
2935,8,5
2935,14,10
2937,17,5
2937,20,4
2938,7,2
2939,9,1
2939,20,4
2940,2,6
2940,11,5
2940,19,9
2941,2,7
2942,9,5
2943,2,8
2944,2,3
2944,10,9
2944,17,8
2945,7,6
2945,18,3
2946,4,8
2946,15,7
2946,17,10
2947,14,5
2948,13,10
2949,8,2
2949,16,6
2950,10,3
2951,1,4
2952,4,8
2952,16,9
2953,10,1
2953,13,5
2954,4,10
2954,15,2
2954,18,10
2955,8,4
2955,12,5
2955,18,1
2956,3,8
2956,19,9
2958,18,5
2958,11,4
2959,7,8
2959,8,5
2959,18,10
2960,12,3
2960,14,8
2961,5,3
2961,13,9
2962,5,6
2962,9,5
2963,16,8
2963,18,7
2964,6,4
2965,2,7
2965,13,7
2965,20,5
2966,20,6
2967,10,2
2967,19,5
2968,2,1
2968,6,5
2969,15,9
2969,16,1
2970,15,5
2971,9,1
2972,13,9
2973,14,10
2973,19,8
2974,14,10
2976,2,10
2976,8,6
2977,8,4
2977,12,1
2977,13,7
2977,17,4
2978,1,10
2978,5,7
2978,8,7
2978,9,4
2978,13,1
2979,1,9
2979,4,10
2979,11,4
2980,17,3
2981,3,4
2981,12,1
2981,19,2
2982,13,8
2982,15,1
2983,18,6
2984,4,2
2984,15,5
2985,13,7
2986,12,5
2987,6,1
2987,7,10
2987,8,10
2987,11,6
2988,20,8
2989,1,8
2989,20,3
2991,17,9
2993,18,6
2994,4,3
2994,7,5
2994,13,8
2995,17,9
2996,9,10
2996,17,3
2997,17,7
2998,12,3
2998,17,5
2998,19,1
3000,1,1
3000,8,5
3000,12,2
3000,13,2
